"Comment";"Coding";"name";"instruction";"label";"ref_type";"motivation"
"He should pass it off to Chelsey Handler 🚬 I’m just sayin 😂";"1";"context";;"1";"slang, humor";"The comment indirectly references drug use with the cigarette emoji (🚬), which is often associated with smoking substances, including marijuana. The humor in suggesting Snoop Dogg pass the torch to Chelsea Handler adds a playful tone, hinting at their shared cultural connections to cannabis."
"Yeah man❤️";"0";"no context";;"0";"";"The comment 'Yeah man❤️' does not contain any direct or indirect references to drugs. It is a simple expression of agreement or enthusiasm, accompanied by a heart emoji, which typically conveys affection or positivity."
"Yeah man❤️";"0";"context";;"0";"";"The comment 'Yeah man❤️' does not contain any direct or indirect references to drugs. It expresses enthusiasm or support, and the heart emoji indicates a positive sentiment, but there are no drug-related terms or slang present."
"Weed smoking in the Olympics now😂";"2";"no context";;"1";"slang";"The comment indirectly refers to drugs by mentioning 'weed,' which is a slang term for marijuana. The use of 'smoking' further implies drug use, and the laughing emoji suggests a humorous or sarcastic tone regarding the topic."
"Weed smoking in the Olympics now😂";"2";"context";;"1";"humor";"The comment indirectly references drug use by joking about weed smoking being part of the Olympics, which plays on the cultural association of Snoop Dogg with cannabis. The use of '😂' suggests a humorous tone, indicating that the commenter is not serious but is making a light-hearted connection to drug culture."
"For what reason though?";"0";"no context";;"0";"";"The comment 'For what reason though?' does not contain any references to drugs, slang, or any related emojis. It appears to be a general inquiry without any hidden meanings or implications related to drug use."
"For what reason though?";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or any related emojis. It appears to be a straightforward comment without any hidden meanings."
"Why? He isn’t an athlete";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any other indicators that would suggest a connection to drug culture."
"Why? He isn’t an athlete";"0";"context";;"0";"";"The comment does not contain any references to drugs, drug-related language, or any slang that would imply such a connection. It simply questions Snoop Dogg's role in carrying the Olympic torch, focusing on his identity as a non-athlete."
"the side quest general";"0";"no context";;"0";"";"The comment 'the side quest general' does not contain any references to drugs, slang, or any related emojis. It appears to be a neutral statement that could refer to a gaming context or a general topic unrelated to drug culture."
"the side quest general";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or any related emojis. It appears to be a neutral or unrelated statement."
"Yeah, have you seen his blunts? 🔥";"2";"no context";;"2";"slang";"The comment directly refers to 'blunts,' which is a slang term for cigars that have been hollowed out and filled with marijuana. The fire emoji (🔥) further emphasizes the association with smoking."
"Yeah, have you seen his blunts? 🔥";"2";"context";;"1";"slang";"The comment refers to 'blunts,' which is slang for cigars that have been hollowed out and filled with marijuana. The use of the fire emoji (🔥) further emphasizes the association with smoking, indicating an indirect reference to drug culture."
"Should have waited for 2028 in LA";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It seems to express a sentiment about timing related to a location (LA) without any drug-related language or implications."
"Should have waited for 2028 in LA";"0";"context";;"0";"none";"The comment does not contain any references to drugs, slang, or any related innuendo. It simply expresses an opinion about the timing of Snoop Dogg carrying the Olympic torch."
"Why";"0";"no context";;"0";"";"The comment 'Why' does not contain any references to drugs, slang, or any related language. It is a simple question without any context suggesting drug-related content."
"Why";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or related emojis. It appears to be a straightforward inquiry without any hidden meanings."
"😂";"0";"no context";;"0";"";"The comment consists solely of an emoji that expresses laughter. There are no references to drugs, slang, or any hidden meanings related to drug use."
"😂";"0";"context";;"0";"none";"The comment consists solely of a laughing emoji, which does not reference drugs directly or indirectly. It appears to express amusement without any drug-related connotation."
"Awesome";"0";"no context";;"0";"";"The comment 'Awesome' does not contain any references to drugs, slang, or any related language. It is a general expression of positivity."
"Awesome";"0";"context";;"0";"";"The comment 'Awesome' does not contain any references to drugs, slang, or any related emojis. It is a neutral expression of approval."
"Your in da ryt image i wanna see u always my elder bro i like your stile big up Star 🔥🔥🔥";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. The use of 'big up' and the fire emojis could imply enthusiasm or admiration, but they do not suggest drug-related language."
"Your in da ryt image i wanna see u always my elder bro i like your stile big up Star 🔥🔥🔥";"0";"context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It expresses admiration for Snoop Dogg and uses positive language and emojis, but there are no drug-related terms or innuendos present."
"check out my story glr 🙌";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. The use of 'glr' and the emoji '🙌' does not imply any drug-related meaning."
"check out my story glr 🙌";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or related emojis. It appears to be a general invitation to check out a story, which is unrelated to drug culture."
"Need 2..for sure he'll smoke one...";"2";"no context";;"1";"slang";"The phrase 'he'll smoke one' suggests the act of smoking, which is commonly associated with drug use, particularly marijuana. However, it does not explicitly mention any drugs, making it an indirect reference."
"Need 2..for sure he'll smoke one...";"2";"context";;"2";"slang";"The comment directly references the act of smoking, which is commonly associated with drug use, particularly marijuana. The phrase 'he'll smoke one' implies that Snoop Dogg will likely smoke a joint, making it a clear reference to drug culture."
"High?";"2";"no context";;"1";"slang";"The comment 'High?' can be interpreted as a reference to being under the influence of drugs, particularly marijuana, which is commonly associated with the term 'high.' This is an indirect reference as it does not explicitly mention drugs but implies a state often linked to drug use."
"High?";"2";"context";;"1";"slang";"The comment 'High?' indirectly refers to drug use, as 'high' is commonly associated with the state of being under the influence of marijuana or other drugs. It suggests a playful or curious inquiry about Snoop Dogg's state, which is often linked to his public persona and association with cannabis culture."
"I swear if he doesn’t light a joint with the torch";"2";"no context";;"2";"direct drug name";"The comment directly references 'joint,' which is a common term for a marijuana cigarette, indicating a clear reference to drug use."
"I swear if he doesn’t light a joint with the torch";"2";"context";;"1";"slang";"The comment indirectly references drug use by suggesting that Snoop Dogg should 'light a joint' with the Olympic torch, using slang for marijuana ('joint'). This implies a humorous connection between the Olympic event and drug culture without explicitly naming a drug."
"I love how he’s just doing side-quests now";"0";"no context";;"0";"";"The comment does not contain any references to drugs, either directly or indirectly. It appears to be a light-hearted remark about someone engaging in side activities, likely in a gaming context."
"I love how he’s just doing side-quests now";"0";"context";;"0";"";"The comment does not reference drugs directly or indirectly. It uses gaming terminology ('side-quests') to humorously suggest that Snoop Dogg is taking on various roles or activities, but there are no drug-related implications."
"If he don’t light his blunt off the flame imma be mad asf @snoopdogg";"2";"no context";;"2";"direct drug name";"The comment directly references a 'blunt,' which is a common term for a marijuana cigarette. The phrase 'light his blunt off the flame' further emphasizes the drug-related context."
"If he don’t light his blunt off the flame imma be mad asf @snoopdogg";"2";"context";;"2";"slang";"The comment directly references a 'blunt,' which is a slang term for a marijuana cigarette. The phrase 'light his blunt off the flame' implies the use of marijuana, making it a clear direct reference to drug use."
"Yay Snoop!,";"0";"no context";;"0";"";"The comment 'Yay Snoop!' does not contain any direct or indirect references to drugs. It simply expresses excitement or support for Snoop Dogg, who is known for his music and cultural influence, but there are no drug-related terms or implications present."
"Yay Snoop!,";"0";"context";;"0";"";"The comment 'Yay Snoop!' does not contain any references to drugs, either directly or indirectly. It is a straightforward expression of excitement or support for Snoop Dogg."
"Why wouldn’t he wait until 2028 when it’s in LA to do this!";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any hidden meanings associated with drug use. It simply expresses a question about timing related to an event."
"Why wouldn’t he wait until 2028 when it’s in LA to do this!";"0";"context";;"0";"none";"The comment does not contain any references to drugs, drug-related language, or innuendos. It simply expresses a question about the timing of Snoop Dogg carrying the Olympic torch."
"To be fair most athletes wouldn't have his lung capacity.";"1";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It discusses lung capacity in a general context related to athletes, without any slang, emojis, or hidden meanings associated with drug use."
"To be fair most athletes wouldn't have his lung capacity.";"1";"context";;"1";"humor";"The comment indirectly references drug use by implying that Snoop Dogg's lung capacity, often associated with smoking, is greater than that of most athletes. This is a humorous nod to Snoop Dogg's well-known association with cannabis culture."
"He’s gonna try to smoke it";"2";"no context";;"2";"direct drug name";"The comment directly refers to the act of smoking, which is commonly associated with drug use, particularly with substances like marijuana. The phrase 'smoke it' implies the use of a substance that can be inhaled."
"He’s gonna try to smoke it";"2";"context";;"1";"slang";"The comment uses the phrase 'smoke it,' which is a slang reference that can imply the act of consuming drugs, particularly marijuana. While it does not directly name a drug, the context suggests an indirect reference to drug use."
"he gon light a big j with it";"2";"no context";;"2";"slang";"The phrase 'light a big j' is a clear reference to smoking a joint, which is a direct mention of drug use."
"he gon light a big j with it";"2";"context";;"1";"slang";"The comment uses the slang term 'j', which is commonly understood to refer to a joint, a rolled cannabis cigarette. This is an indirect reference to drug use, as it implies that Snoop Dogg will use the Olympic torch to light a joint."
"@h.bhangoo snoop";"0";"no context";;"1";"slang";"The comment uses 'snoop,' which can be a reference to Snoop Dogg, a well-known figure in hip-hop culture associated with marijuana. This suggests an indirect reference to drug culture without explicitly naming any drugs."
"@h.bhangoo snoop";"0";"context";;"0";"";"The comment '@h.bhangoo snoop' does not contain any references to drugs, either directly or indirectly. It appears to be a simple mention of Snoop Dogg's name without any additional context or language that suggests drug-related content."
"Took this crippin around da world";"0";"no context";;"1";"slang";"The term 'crippin' is often associated with gang culture and can imply drug-related activities, particularly in certain contexts. While it does not directly mention drugs, it suggests a lifestyle that may involve drug use or dealing."
"Took this crippin around da world";"0";"context";;"1";"slang";"The phrase 'crippin' is often associated with gang culture and can also be interpreted as a slang term related to drug use, particularly in the context of Snoop Dogg's music and persona. While it does not directly mention drugs, the connotation and cultural context suggest an indirect reference."
"They trying to get more black ppl to watch .. but just my opinion";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or emojis. It discusses a topic related to viewership and race, which is unrelated to drug culture."
"They trying to get more black ppl to watch .. but just my opinion";"0";"context";;"0";"";"The comment does not reference drugs directly or indirectly. It expresses an opinion about viewership demographics without any drug-related language or implications."
"Hope he doesn’t drop it like it’s hot";"1";"no context";;"1";"slang";"The phrase 'drop it like it's hot' is a slang expression that can imply dropping something quickly or with style, but it is also commonly associated with drug culture, particularly in reference to dropping drugs or engaging in drug use. The comment does not directly mention drugs but uses a phrase that has indirect connotations related to drug culture."
"Hope he doesn’t drop it like it’s hot";"1";"context";;"1";"slang";"The phrase 'drop it like it's hot' is a well-known slang expression popularized by Snoop Dogg himself, which can imply a reference to handling something with care or, in a more indirect sense, can allude to drug culture, particularly in relation to dropping or using substances."
"Why?";"0";"no context";;"0";"";"The comment 'Why?' does not contain any references to drugs, slang, or any related language. It is a simple question without any context suggesting drug-related content."
"Why?";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or related emojis. It focuses solely on Snoop Dogg carrying the Olympic torch without any drug-related implications."
"Us is the joke of the world";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug slang, or related emojis. It appears to be a general statement about a societal issue or perspective."
"Us is the joke of the world";"0";"context";;"0";"";"The comment does not contain any references to drugs, drug-related language, or any slang associated with drug use. It appears to be a general statement about a perception of the world."
"That's awesome!!";"0";"no context";;"0";"";"The comment 'That's awesome!!' does not contain any references to drugs, slang, or any related language. It is a straightforward expression of enthusiasm."
"That's awesome!!";"0";"context";;"0";"";"The comment 'That's awesome!!' does not contain any references to drugs, slang, or any related language. It is a straightforward expression of excitement."
"Jesus christ already throw Joe Biden out there run fuqing torch";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It expresses frustration with Joe Biden but does not use any drug-related language, slang, or emojis."
"Jesus christ already throw Joe Biden out there run fuqing torch";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses frustration about Joe Biden's involvement in the Olympic torch relay but does not use any drug-related language or innuendos."
"He gonna use it to light a Blunt 🔥";"2";"no context";;"2";"direct drug name";"The comment directly references a 'Blunt,' which is a common slang term for a marijuana cigarette. The use of the fire emoji (🔥) further emphasizes the act of smoking."
"He gonna use it to light a Blunt 🔥";"2";"context";;"1";"slang";"The comment indirectly refers to drug use by mentioning 'light a blunt,' which is slang for lighting a marijuana cigarette. The use of the fire emoji (🔥) further emphasizes the action of lighting, which is commonly associated with smoking cannabis."
"No offence to snoop but shouldn’t an athlete get that job?";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug slang, or related emojis. It discusses a job assignment in a humorous or sarcastic manner but does not imply any drug-related context."
"No offence to snoop but shouldn’t an athlete get that job?";"0";"context";;"0";"none";"The comment does not reference drugs directly or indirectly. It expresses an opinion about Snoop Dogg carrying the Olympic torch, suggesting that an athlete should have that role instead, but does not include any drug-related language or implications."
"Seriously! Where are the 🇺🇸🇺🇸athletes who truly deserve to";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or emojis that suggest drug use. It appears to be a straightforward expression of frustration regarding athletes."
"Seriously! Where are the 🇺🇸🇺🇸athletes who truly deserve to";"0";"context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any other indicators of drug use. It expresses a sentiment about deserving athletes without any hidden meanings."
"He has to spark a joint with that 🔥 that’s just super necessary";"2";"no context";;"2";"slang";"The comment directly refers to drug use by mentioning 'spark a joint,' which is a clear reference to smoking marijuana. The use of the fire emoji (🔥) further emphasizes the act of lighting up, reinforcing the drug-related context."
"He has to spark a joint with that 🔥 that’s just super necessary";"2";"context";;"1";"slang";"The comment uses the phrase 'spark a joint,' which is slang for smoking marijuana. The use of the fire emoji (🔥) further emphasizes the act of igniting something, commonly associated with smoking. This indicates an indirect reference to drug use."
"Perfect example for the kids . 😂😂😂😂 the world will be great is everyone burn the torch 😂😂😂";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. The use of 'burn the torch' could be interpreted in various ways, but it does not have a clear connection to drug culture or language."
"Perfect example for the kids . 😂😂😂😂 the world will be great is everyone burn the torch 😂😂😂";"0";"context";;"1";"humor";"The comment uses humor to suggest that 'burning the torch' could imply smoking, which is a common euphemism for drug use, particularly marijuana. The laughter emojis further indicate a light-hearted or joking tone, hinting at a cultural reference associated with Snoop Dogg's persona."
"Snoop be doin anything";"0";"no context";;"1";"slang";"The comment references Snoop Dogg, a well-known figure in hip-hop culture who is often associated with marijuana use. The phrase 'be doin anything' can imply a casual attitude towards drug use, which is a common theme in his music and public persona, thus indicating an indirect reference to drugs."
"Snoop be doin anything";"0";"context";;"1";"slang";"The phrase 'Snoop be doin anything' can be interpreted as a light-hearted reference to Snoop Dogg's well-known persona and lifestyle, which often includes associations with cannabis culture. While it does not directly mention drugs, the context and Snoop's public image suggest an indirect reference."
"Bro avoided a murder charge now is carrying a Olympic torch🇺🇸";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It discusses a legal situation and the symbolism of carrying an Olympic torch, which does not imply drug use or related slang."
"Bro avoided a murder charge now is carrying a Olympic torch🇺🇸";"0";"context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It discusses a legal situation and the act of carrying the Olympic torch, without any drug-related language or implications."
"Using the Olympic torch to blaze is a huge flex. My god. 💨";"2";"no context";;"1";"slang";"The comment uses the phrase 'blaze,' which is commonly associated with smoking marijuana, and the emoji 💨 suggests smoke, indicating an indirect reference to drug use."
"Using the Olympic torch to blaze is a huge flex. My god. 💨";"2";"context";;"1";"slang";"The comment uses the term 'blaze,' which is slang for smoking marijuana, indicating an indirect reference to drug use. The emoji 💨 also suggests smoke, reinforcing the connection to drug culture."
"Ummm…";"0";"no context";;"0";"";"The comment 'Ummm…' does not contain any references to drugs, slang, or any related language. It is too vague and does not imply any drug-related meaning."
"Ummm…";"0";"context";;"0";"";"The comment 'Ummm…' does not contain any references to drugs, either directly or indirectly. It is a vague expression that does not imply any drug-related meaning."
"🤣🤣🤘🏼";"0";"no context";;"0";"";"The comment consists solely of emojis and does not contain any direct or indirect references to drugs. The laughing emojis and the hand gesture do not imply any drug-related meaning."
"🤣🤣🤘🏼";"0";"context";;"0";"";"The comment consists solely of emojis that express laughter and a hand gesture, which do not contain any direct or indirect references to drugs."
"He’s completing his final side quest 🐐";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. The phrase 'final side quest' and the goat emoji 🐐 could imply a gaming context or a metaphorical achievement, but there are no drug-related connotations present."
"He’s completing his final side quest 🐐";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. The phrase 'final side quest' and the goat emoji 🐐 could imply a humorous or playful tone, but they do not suggest drug-related content."
"While carrying the torch is he gonna take out a blunt and light it on the torch along da way";"2";"no context";;"1";"slang";"The comment uses the term 'blunt,' which is slang for a marijuana cigar, indicating an indirect reference to drug use. The context suggests a humorous or light-hearted tone about smoking while carrying a torch."
"While carrying the torch is he gonna take out a blunt and light it on the torch along da way";"2";"context";;"1";"humor";"The comment indirectly references drug use by suggesting that Snoop Dogg might light a blunt using the Olympic torch. This is a humorous take on Snoop Dogg's well-known association with cannabis culture, but it does not directly name any drugs."
"🐐";"0";"no context";;"0";"";"The comment consists solely of a goat emoji, which does not reference drugs directly or indirectly. The goat emoji is often used to signify 'Greatest of All Time' (G.O.A.T.) in various contexts, but it does not imply any drug-related meaning."
"🐐";"0";"context";;"0";"not applicable";"The comment consists solely of the goat emoji (🐐), which is often used to signify 'Greatest of All Time' and does not reference drugs directly or indirectly."
"Torch full of loud is the only way";"2";"no context";;"1";"slang";"The phrase 'full of loud' is a slang reference to marijuana, specifically referring to high-quality cannabis. The use of 'torch' suggests the act of smoking, which further implies a connection to drug use."
"Torch full of loud is the only way";"2";"context";;"1";"slang";"The phrase 'loud' is commonly used slang to refer to high-quality marijuana. The comment suggests that the Olympic torch could be filled with marijuana, indicating an indirect reference to drug culture."
"Bro gonna light a blunt wit the flame 😭😭😭";"2";"no context";;"2";"slang";"The comment directly refers to drug use by mentioning 'blunt,' which is a common slang term for a cigar that has been hollowed out and filled with marijuana. The use of 'light' also indicates the act of smoking."
"Bro gonna light a blunt wit the flame 😭😭😭";"2";"context";;"1";"slang";"The comment uses the phrase 'light a blunt,' which is slang for smoking marijuana. While it does not directly mention drugs, the context and language imply a reference to drug use."
"🤣🤣";"0";"no context";;"0";"";"The comment consists solely of laughing emojis and does not contain any references to drugs, slang, or hidden meanings related to drug use."
"🤣🤣";"0";"context";;"0";"";"The comment consists solely of laughing emojis and does not contain any references to drugs, either directly or indirectly."
"Why?";"0";"no context";;"0";"";"The comment 'Why?' does not contain any references to drugs, slang, or any related emojis. It is a simple question without any context suggesting drug-related language."
"Why?";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or related emojis. It appears to be a straightforward expression of excitement or support for Snoop Dogg carrying the Olympic torch."
"Madonna and Snoop 🤣";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It simply mentions two celebrities and includes a laughing emoji, which suggests humor but does not imply any drug-related context."
"Madonna and Snoop 🤣";"0";"context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It simply mentions Madonna and Snoop Dogg with a laughing emoji, which does not imply any drug-related context."
"Broadus Jr 2028🇺🇸";"0";"no context";;"0";"";"The comment 'Broadus Jr 2028🇺🇸' does not contain any references to drugs, drug-related slang, or emojis that suggest drug use. It appears to be a political or personal statement, possibly referring to a future campaign or event."
"Broadus Jr 2028🇺🇸";"0";"context";;"0";"";"The comment 'Broadus Jr 2028🇺🇸' does not contain any references to drugs, either directly or indirectly. It appears to be a straightforward mention of Snoop Dogg's last name and a potential reference to a future event or individual, possibly related to the Olympics or another sporting event, without any drug-related connotations."
"He’s the most famous rapper of all time";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any hidden meanings associated with drug use. It simply states an opinion about a rapper's fame."
"He’s the most famous rapper of all time";"0";"context";;"0";"";"The comment does not contain any references to drugs, either directly or indirectly. It simply states an opinion about Snoop Dogg's fame as a rapper."
"he has the chance to do the funniest thing ever";"1";"no context";;"0";"";"The comment does not contain any references to drugs, drug slang, or related emojis. It simply expresses an opinion about someone's potential for humor."
"he has the chance to do the funniest thing ever";"1";"context";;"0";"";"The comment does not contain any references to drugs, either directly or indirectly. It simply expresses excitement about Snoop Dogg's opportunity without any drug-related language or implications."
"He’s gonna crip walk through the entire thing. Watch. Hope he had more respect for our country than that.";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It discusses a dance move (crip walk) and expresses a sentiment about respect for the country, which does not imply any drug-related language."
"He’s gonna crip walk through the entire thing. Watch. Hope he had more respect for our country than that.";"0";"context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It discusses Snoop Dogg's potential behavior (crip walking) and expresses a sentiment about respect for the country, but there are no drug-related terms, slang, or innuendos present."
"Smoke up Unc!!!";"2";"no context";;"2";"slang";"The phrase 'Smoke up' is a direct reference to consuming drugs, particularly marijuana, which is commonly associated with smoking. The use of 'Unc' suggests a casual or familial relationship, often used in a friendly or humorous context."
"Smoke up Unc!!!";"2";"context";;"1";"slang";"The phrase 'Smoke up' is a slang reference that indirectly suggests drug use, particularly marijuana, which is commonly associated with Snoop Dogg's public persona."
"Imagine he lights a blunt with it bro 🐐💨";"2";"no context";;"2";"slang, emoji";"The comment directly refers to drug use with the term 'blunt,' which is slang for a marijuana cigar. The emoji 💨 suggests smoke, further reinforcing the drug-related context."
"Imagine he lights a blunt with it bro 🐐💨";"2";"context";;"1";"slang, emoji";"The comment uses the slang term 'blunt,' which refers to a cigar filled with marijuana, indicating an indirect reference to drug use. The emoji '💨' suggests smoke, further implying a connection to smoking marijuana. However, it does not directly name a drug."
"This is pretty stupid.";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any other indicators that would suggest a connection to drug culture."
"This is pretty stupid.";"0";"context";;"0";"";"The comment does not contain any references to drugs, drug-related language, or any slang associated with drug use. It simply expresses a negative opinion about the situation."
"👏🔥";"1";"no context";;"0";"";"The comment consists only of emojis that express excitement or approval (clapping hands and fire) and does not contain any direct or indirect references to drugs."
"👏🔥";"1";"context";;"0";"";"The comment consists solely of emojis that express excitement or approval (clapping hands and fire) and does not contain any direct or indirect references to drugs."
"snoop completed all the side missions😂";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It appears to be a humorous remark about someone named Snoop completing side missions, likely in a gaming context, without any drug-related language or implications."
"snoop completed all the side missions😂";"0";"context";;"1";"humor";"The comment uses humor to imply that Snoop Dogg, known for his association with cannabis culture, has completed 'side missions,' which can be interpreted as a euphemism for drug-related activities. The laughing emoji further emphasizes the playful tone, suggesting an indirect reference to drug use."
"What a legend lol";"0";"no context";;"0";"";"The comment does not contain any references to drugs, slang, or any related language. It simply expresses admiration or amusement without any hidden meanings."
"What a legend lol";"0";"context";;"0";"";"The comment 'What a legend lol' does not contain any references to drugs, either directly or indirectly. It expresses admiration for Snoop Dogg in a light-hearted manner without any drug-related language or implications."
"😭😭😭";"0";"no context";;"0";"";"The comment consists solely of crying emojis, which do not reference drugs directly or indirectly. There are no words, slang, or cultural innuendos present that suggest any drug-related meaning."
"😭😭😭";"0";"context";;"0";"none";"The comment consists solely of crying emojis, which do not reference drugs directly or indirectly. There are no words or symbols that suggest any drug-related meaning."
"What as Snoop Dog ever done for America? His he going to be smoking a joint? What pathetic representation of America 🇺🇸 ☹️";"2";"no context";;"1";"slang";"The comment indirectly references drug use by mentioning 'smoking a joint,' which is a common slang term for consuming marijuana. While it does not explicitly promote drug use, the phrase suggests a connection to cannabis culture."
"What as Snoop Dog ever done for America? His he going to be smoking a joint? What pathetic representation of America 🇺🇸 ☹️";"2";"context";;"1";"slang";"The comment indirectly references drug use by questioning if Snoop Dogg will be 'smoking a joint,' which is a common slang term for consuming marijuana. This implies a connection to drug culture without explicitly naming the substance."
"Snoop doggy dogg! 🐕";"0";"no context";;"1";"cultural innuendo";"The comment references 'Snoop Dogg,' a well-known figure in hip-hop culture who is often associated with cannabis use. The use of the dog emoji could also imply a playful or humorous tone, which is common in discussions related to Snoop Dogg's persona."
"Snoop doggy dogg! 🐕";"0";"context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It simply uses a playful nickname for Snoop Dogg along with a dog emoji, which does not imply any drug-related meaning."
"As he should! 🇺🇸";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or emojis that suggest drug use. It simply expresses approval with a patriotic emoji."
"As he should! 🇺🇸";"0";"context";;"0";"";"The comment does not contain any references to drugs, drug-related language, or innuendos. It simply expresses support for Snoop Dogg carrying the Olympic torch with an American flag emoji."
"Snoop for president 🇺🇸";"0";"no context";;"0";"";"The comment does not contain any direct or indirect references to drugs. It simply expresses support for Snoop Dogg, likely referencing his cultural influence and persona, without any drug-related language or implications."
"Snoop for president 🇺🇸";"0";"context";;"0";"";"The comment 'Snoop for president 🇺🇸' does not contain any references to drugs, either directly or indirectly. It expresses support for Snoop Dogg in a humorous or light-hearted manner, using the American flag emoji to emphasize patriotism."
"Homie better crip walk before he lights the torch 🔥😂";"1";"no context";;"1";"slang, emoji";"The phrase 'lights the torch' can be interpreted as a euphemism for smoking or using drugs, especially in a context where 'torch' is slang for a lighter or a method of consumption. The fire emoji 🔥 reinforces this interpretation, suggesting something related to heat or ignition, which is often associated with drug use. The comment does not directly mention drugs but implies it through slang and emojis."
"Homie better crip walk before he lights the torch 🔥😂";"1";"context";;"1";"slang, humor";"The comment uses 'lights the torch' which can be interpreted as a euphemism for smoking, particularly in the context of Snoop Dogg's well-known association with cannabis culture. The phrase 'crip walk' refers to a dance associated with the Crips gang, which adds a layer of cultural innuendo. The use of the fire emoji 🔥 further suggests a connection to smoking or lighting something up, making it an indirect reference to drug culture."
"Snoop in Paris";"0";"no context";;"1";"cultural innuendo";"The phrase 'Snoop in Paris' likely references Snoop Dogg, a well-known figure in hip-hop culture who is often associated with cannabis. While it does not directly mention drugs, the cultural context surrounding Snoop Dogg implies a connection to drug use, particularly marijuana."
"Snoop in Paris";"0";"context";;"0";"";"The comment 'Snoop in Paris' does not contain any direct or indirect references to drugs. It simply mentions Snoop Dogg's presence in Paris, likely in relation to the Olympic torch event."
"I inspire to be just like him.";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any hidden meanings associated with drug use. It simply expresses admiration for someone."
"I inspire to be just like him.";"0";"context";;"0";"none";"The comment does not contain any references to drugs, slang, or any related language. It expresses admiration for Snoop Dogg without any hidden meanings."
"Why?";"0";"no context";;"0";"";"The comment 'Why?' does not contain any references to drugs, slang, or any related emojis. It is a simple question without any context suggesting drug-related language."
"Why?";"0";"context";;"0";"";"The comment does not contain any references to drugs, slang, or any related emojis. It appears to be a straightforward inquiry without any hidden meanings."
"Why not just carry a Giant Doobie!";"2";"no context";;"2";"slang";"The term 'Giant Doobie' is a slang reference to a large marijuana cigarette, indicating a direct reference to drug use."
"Why not just carry a Giant Doobie!";"2";"context";;"1";"slang";"The comment uses the term 'Giant Doobie,' which is slang for a large marijuana cigarette. This is an indirect reference to drugs, as it suggests an alternative to carrying the Olympic torch in a humorous way."
"Why, he's not an athlete?";"0";"no context";;"0";"";"The comment does not contain any references to drugs, drug-related slang, or any hidden meanings associated with drug use. It simply questions someone's athleticism."
"Why, he's not an athlete?";"0";"context";;"0";"";"The comment does not reference drugs directly or indirectly. It questions Snoop Dogg's role as an Olympic torchbearer without any drug-related language or implications."
"Wtf";"0";"no context";;"0";"";"The comment 'Wtf' does not contain any references to drugs, either directly or indirectly. It is an expression of surprise or disbelief but lacks any drug-related language or implications."
"Wtf";"0";"context";;"0";"";"The comment 'Wtf' does not contain any references to drugs, either directly or indirectly. It expresses surprise or confusion but does not imply any drug-related meaning."
"To light a blunt";"2";"no context";;"2";"direct drug name";"The phrase 'to light a blunt' directly refers to the act of smoking a blunt, which is a cigar hollowed out and filled with marijuana. This is a clear and direct reference to drug use."
"To light a blunt";"2";"context";;"2";"slang";"The phrase 'to light a blunt' directly refers to the act of igniting a marijuana cigarette, which is a clear and explicit reference to drug use."
