"Comment";"Coding";"name";"instruction";"label";"ref_type";"motivation"
"🔥🔥 🇸🇳 🇺🇸 🇫🇷 @snoopdogg 😎😎";"0";"context";;"0";"none";"The comment contains fire emojis and flag emojis representing Senegal, USA, and France, along with sunglasses emojis. There is no direct or indirect reference to drugs, drug-related slang, or hidden meanings related to drugs."
"He should pass it off to Chelsey Handler 🚬 I’m just sayin 😂";"1";"no context";;"1";"emoji";"The cigarette emoji 🚬 is often used to refer to smoking, which can imply drug use, especially in a humorous or sarcastic context. The comment suggests passing something to a known comedian, which could imply a humorous context, but the use of the cigarette emoji suggests an indirect reference to drugs."
"He should pass it off to Chelsey Handler 🚬 I’m just sayin 😂";"1";"context";;"1";"emoji, humor";"The comment uses the cigarette emoji 🚬, which can be interpreted as a reference to smoking, potentially implying marijuana use given Snoop Dogg's known association with cannabis culture. The humor and sarcasm in suggesting passing the torch to Chelsea Handler, who is also known for her openness about drug use, further supports this indirect drug reference."
"Yeah man❤️";"0";"no context";;"0";"none";"The comment 'Yeah man❤️' does not contain any direct or indirect references to drugs. It is a simple expression of agreement or affirmation, accompanied by a heart emoji, which typically signifies affection or positivity. There is no drug-related language, slang, or hidden meaning present."
"Yeah man❤️";"0";"context";;"0";"none";"The comment 'Yeah man❤️' does not contain any direct or indirect references to drugs. It is a simple expression of support or enthusiasm, accompanied by a heart emoji, which typically signifies love or approval."
"Weed smoking in the Olympics now😂";"2";"no context";;"1";"humor";"The comment indirectly refers to drugs through humor. 'Weed' is a slang term for marijuana, and the comment jokes about its use in the context of the Olympics, which is typically a drug-free event."
"Weed smoking in the Olympics now😂";"2";"context";;"1";"humor";"The comment indirectly refers to drugs through humor. It plays on Snoop Dogg's well-known association with marijuana and makes a joke about him carrying the Olympic torch, suggesting that weed smoking is now part of the Olympics."
"For what reason though?";"0";"no context";;"0";"none";"The comment 'For what reason though?' does not contain any direct or indirect references to drugs. It is a general question that lacks any drug-related language, slang, emojis, or hidden meanings."
"For what reason though?";"0";"context";;"0";"none";"The comment 'For what reason though?' does not contain any direct or indirect references to drugs. It is a straightforward question asking for clarification or reasoning behind the decision mentioned in the post."
"Why? He isn’t an athlete";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply questions someone's status as an athlete without using any drug-related language, slang, or emojis."
"Why? He isn’t an athlete";"0";"context";;"0";"none";"The comment questions why Snoop Dogg is carrying the Olympic torch by pointing out that he is not an athlete. There is no reference to drugs, either directly or indirectly, in this comment."
"the side quest general";"0";"no context";;"0";"none";"The comment 'the side quest general' does not contain any direct or indirect references to drugs. It appears to be a general statement, possibly referring to a gaming or adventure context, without any drug-related language, slang, or hidden meanings."
"the side quest general";"0";"context";;"0";"none";"The comment 'the side quest general' does not contain any direct or indirect references to drugs. It seems to be a playful or humorous comment possibly referring to Snoop Dogg's involvement in various activities or projects, likening it to a 'side quest' in a video game. There is no drug-related language, slang, or innuendo present."
"Yeah, have you seen his blunts? 🔥";"2";"no context";;"1";"slang";"The term 'blunts' is a slang reference to a type of marijuana cigarette, often rolled with a cigar wrapper. The fire emoji (🔥) can imply quality or potency, indirectly referencing drug use."
"Yeah, have you seen his blunts? 🔥";"2";"context";;"1";"slang";"The comment indirectly refers to drugs through the use of the word 'blunts,' which is a slang term for marijuana cigars. The fire emoji may also imply the quality or potency of the blunts, adding to the drug-related context."
"Should have waited for 2028 in LA";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a statement about waiting for an event in Los Angeles in 2028, possibly referring to the Olympics or another significant event scheduled for that year."
"Should have waited for 2028 in LA";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply suggests that Snoop Dogg should have waited to carry the Olympic torch in Los Angeles in 2028, which is his hometown. There is no drug-related language, slang, or innuendo present."
"Why";"0";"no context";;"0";"none";"The comment 'Why' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why";"0";"context";;"0";"none";"The comment 'Why' does not contain any direct or indirect references to drugs, nor does it use any slang, emojis, or cultural innuendo related to drugs. It is a simple question without any context suggesting drug-related content."
"😂";"0";"no context";;"0";"none";"The comment consists solely of a laughing emoji, which does not have any direct or indirect reference to drugs. It is typically used to express amusement or laughter."
"😂";"0";"context";;"0";"humor";"The comment consists solely of a laughing emoji, which does not directly or indirectly reference drugs. It is likely expressing amusement or humor, possibly at the idea of Snoop Dogg carrying the Olympic torch."
"Awesome";"0";"no context";;"0";"none";"The comment 'Awesome' does not contain any direct or indirect references to drugs. It is a positive expression and does not include any drug-related language, slang, emojis, or hidden meanings."
"Awesome";"0";"context";;"0";"none";"The comment 'Awesome' does not contain any drug-related language, slang, emojis, or hidden meanings. It is a straightforward expression of excitement or approval."
"Your in da ryt image i wanna see u always my elder bro i like your stile big up Star 🔥🔥🔥";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It is a positive message expressing admiration and support, using common language and emojis to convey enthusiasm."
"Your in da ryt image i wanna see u always my elder bro i like your stile big up Star 🔥🔥🔥";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses admiration for Snoop Dogg's style and uses fire emojis to emphasize enthusiasm, which is not drug-related in this context."
"check out my story glr 🙌";"0";"no context";;"0";"none";"The comment 'check out my story glr 🙌' does not contain any direct or indirect references to drugs. The term 'glr' and the emoji 🙌 do not have any known drug-related meanings or connotations. The comment appears to be a simple invitation to view an Instagram story."
"check out my story glr 🙌";"0";"context";;"0";"none";"The comment 'check out my story glr 🙌' does not contain any direct or indirect references to drugs. It appears to be a generic invitation to view the user's Instagram story, with 'glr' possibly being an abbreviation or nickname, and the use of the 'raising hands' emoji to express excitement or celebration."
"Need 2..for sure he'll smoke one...";"2";"no context";;"1";"slang";"The comment indirectly refers to drugs through the use of the word 'smoke,' which is commonly associated with smoking marijuana or other substances. The context suggests a drug-related activity without explicitly naming a drug."
"Need 2..for sure he'll smoke one...";"2";"context";;"1";"indirect";"The comment indirectly refers to drugs by suggesting that Snoop Dogg, known for his association with cannabis, will smoke one. The phrase 'smoke one' is a slang reference to smoking marijuana."
"High?";"2";"no context";;"1";"slang";"The word 'High' is commonly used as slang to refer to the state of being under the influence of drugs, particularly marijuana. Although it is a single word, it indirectly suggests drug use."
"High?";"2";"context";;"1";"slang";"The word 'High' is often used as slang to refer to the state of being under the influence of drugs, particularly marijuana. Given Snoop Dogg's known association with cannabis culture, this comment likely indirectly references drugs."
"I swear if he doesn’t light a joint with the torch";"2";"no context";;"2";"slang";"The comment directly refers to drugs by mentioning 'light a joint,' which is a slang term for smoking marijuana."
"I swear if he doesn’t light a joint with the torch";"2";"context";;"1";"humor";"The comment humorously suggests Snoop Dogg might use the Olympic torch to light a joint, indirectly referencing marijuana use through the act of lighting a joint."
"I love how he’s just doing side-quests now";"0";"no context";;"0";"none";"The comment refers to someone engaging in activities that are not part of their main goals or responsibilities, using the term 'side-quests' which is a gaming reference. There is no direct or indirect reference to drugs, drug-related slang, or hidden meanings related to drugs."
"I love how he’s just doing side-quests now";"0";"context";;"0";"none";"The comment refers to Snoop Dogg's involvement in activities outside his main career, using the term 'side-quests' as a metaphor for additional ventures. There is no direct or indirect reference to drugs."
"If he don’t light his blunt off the flame imma be mad asf @snoopdogg";"2";"no context";;"2";"slang";"The comment directly refers to drugs by mentioning 'blunt,' which is a slang term for a marijuana cigar. The mention of 'light his blunt' indicates the act of smoking marijuana. Additionally, the reference to '@snoopdogg' is relevant as Snoop Dogg is a well-known figure associated with marijuana culture."
"If he don’t light his blunt off the flame imma be mad asf @snoopdogg";"2";"context";;"1";"humor";"The comment indirectly refers to drugs through humor by mentioning Snoop Dogg lighting a blunt, which is a slang term for a marijuana cigarette. The humor lies in the expectation of Snoop Dogg, known for his association with cannabis, using the Olympic torch to light a blunt."
"Yay Snoop!,";"0";"no context";;"1";"cultural innuendo";"The comment mentions 'Snoop,' likely referring to Snoop Dogg, a well-known rapper who is culturally associated with marijuana use. This is an indirect reference to drugs through cultural innuendo."
"Yay Snoop!,";"0";"context";;"0";"none";"The comment 'Yay Snoop!' is a positive expression of support or excitement for Snoop Dogg. It does not contain any direct or indirect references to drugs, nor does it use any drug-related slang, emojis, or cultural innuendo."
"Why wouldn’t he wait until 2028 when it’s in LA to do this!";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be discussing an event or action related to the year 2028 and Los Angeles, without any drug-related language or innuendo."
"Why wouldn’t he wait until 2028 when it’s in LA to do this!";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply questions the timing of Snoop Dogg carrying the Olympic torch, suggesting it would be more fitting for him to do so in Los Angeles in 2028."
"To be fair most athletes wouldn't have his lung capacity.";"1";"no context";;"0";"none";"The comment discusses lung capacity in the context of athletes, which is related to physical fitness and performance. There is no direct or indirect reference to drugs, drug-related slang, emojis, or hidden meanings in this comment."
"To be fair most athletes wouldn't have his lung capacity.";"1";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg's lung capacity is notable, which is an indirect reference to his well-known marijuana use. This is a cultural innuendo related to his public persona."
"He’s gonna try to smoke it";"2";"no context";;"1";"slang";"The phrase 'smoke it' is a slang term that often refers to the act of smoking a substance, which can imply drug use, particularly with substances like marijuana or other drugs that are smoked. The comment indirectly references drug-related activity through this slang."
"He’s gonna try to smoke it";"2";"context";;"1";"humor";"The comment uses humor to indirectly reference Snoop Dogg's well-known association with smoking marijuana. The phrase 'smoke it' is a play on words, suggesting he might try to smoke the Olympic torch, which is not meant to be smoked."
"he gon light a big j with it";"2";"no context";;"1";"slang";"The comment uses the slang term 'j,' which is a common abbreviation for 'joint,' a rolled marijuana cigarette. The phrase 'light a big j' indirectly refers to smoking marijuana."
"he gon light a big j with it";"2";"context";;"1";"slang";"The comment uses the slang 'big j' which is a common reference to a joint, a rolled marijuana cigarette. The phrase suggests that Snoop Dogg will use the Olympic torch to light a joint, indirectly referring to drug use."
"@h.bhangoo snoop";"0";"no context";;"1";"cultural innuendo";"The comment mentions 'snoop,' which is likely a reference to Snoop Dogg, a well-known rapper associated with cannabis culture. This is an indirect reference to drugs through cultural innuendo."
"@h.bhangoo snoop";"0";"context";;"0";"none";"The comment simply mentions Snoop Dogg's name and does not contain any drug-related language, slang, emojis, or hidden meanings."
"Took this crippin around da world";"0";"no context";;"1";"slang";"The term 'crippin' can be associated with the Crips gang, which is known to be involved in drug-related activities. While the comment does not directly mention drugs, the use of 'crippin' could imply indirect references to drug culture or activities."
"Took this crippin around da world";"0";"context";;"1";"cultural innuendo";"The term 'crippin' is associated with the Crips gang, which is known for its involvement in drug-related activities. While the comment does not directly mention drugs, it indirectly references a culture that is often linked to drug use and distribution."
"They trying to get more black ppl to watch .. but just my opinion";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It discusses a perceived attempt to attract a specific demographic to watch something, without any drug-related language, slang, emojis, or hidden meanings."
"They trying to get more black ppl to watch .. but just my opinion";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It discusses a perceived strategy to increase viewership among a specific demographic, without any drug-related language or innuendo."
"Hope he doesn’t drop it like it’s hot";"1";"no context";;"1";"cultural innuendo";"The phrase 'drop it like it's hot' is a cultural reference to a popular song by Snoop Dogg, which includes themes related to partying and drug use. While the comment does not directly mention drugs, the phrase can be indirectly associated with drug culture."
"Hope he doesn’t drop it like it’s hot";"1";"context";;"1";"cultural innuendo";"The comment references Snoop Dogg's famous song 'Drop It Like It's Hot.' While the song itself is not directly about drugs, Snoop Dogg is often associated with marijuana culture, and the phrase can carry an indirect drug-related connotation due to his public persona."
"Why?";"0";"no context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why?";"0";"context";;"0";"none";"The comment 'Why?' does not contain any drug-related language, slang, emojis, or hidden meanings. It is a simple question that does not reference drugs directly or indirectly."
"Us is the joke of the world";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs, drug-related slang, emojis, or hidden meanings related to drugs. It appears to be a general statement or opinion about a country, likely referring to the United States, without any drug-related context."
"Us is the joke of the world";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a general statement or opinion about the United States, possibly in a political or cultural context, but not related to drug use."
"That's awesome!!";"0";"no context";;"0";"none";"The comment 'That's awesome!!' does not contain any direct or indirect references to drugs. It is a generic expression of enthusiasm or approval without any drug-related language, slang, emojis, or hidden meanings."
"That's awesome!!";"0";"context";;"0";"none";"The comment 'That's awesome!!' does not contain any drug-related language, slang, emojis, or hidden meanings. It is a straightforward expression of excitement or approval."
"Jesus christ already throw Joe Biden out there run fuqing torch";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a political statement or expression of frustration, possibly related to Joe Biden, but there is no drug-related language, slang, or emojis present."
"Jesus christ already throw Joe Biden out there run fuqing torch";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to express frustration or disbelief about Snoop Dogg carrying the Olympic torch, possibly suggesting an alternative like Joe Biden, but there is no drug-related language or innuendo present."
"He gonna use it to light a Blunt 🔥";"2";"no context";;"1";"slang";"The term 'Blunt' is a slang reference to a marijuana cigar, indicating an indirect reference to drug use."
"He gonna use it to light a Blunt 🔥";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg will use the Olympic torch to light a blunt, which is a slang term for a marijuana cigarette. This is an indirect reference to drugs through humor and cultural innuendo, as Snoop Dogg is known for his association with cannabis culture."
"No offence to snoop but shouldn’t an athlete get that job?";"0";"no context";;"1";"cultural innuendo";"The comment indirectly references drugs through cultural innuendo. Snoop Dogg is a well-known figure associated with cannabis use, and mentioning him in a context where an athlete is suggested as a better fit implies a contrast between Snoop's public persona and the typical image of an athlete, hinting at his drug-related reputation."
"No offence to snoop but shouldn’t an athlete get that job?";"0";"context";;"0";"none";"The comment questions the choice of Snoop Dogg to carry the Olympic torch, suggesting that an athlete might be more appropriate. There is no reference to drugs, directly or indirectly, in this comment."
"Seriously! Where are the 🇺🇸🇺🇸athletes who truly deserve to";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a question or statement about athletes, possibly in a patriotic context, as indicated by the American flag emojis. There is no drug-related language, slang, or hidden meanings present."
"Seriously! Where are the 🇺🇸🇺🇸athletes who truly deserve to";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses a sentiment about athletes deserving to carry the torch, without any drug-related language or innuendo."
"He has to spark a joint with that 🔥 that’s just super necessary";"2";"no context";;"1";"slang";"The comment uses the slang term 'spark a joint,' which indirectly refers to smoking marijuana. The use of the fire emoji (🔥) further emphasizes the act of lighting up, which is commonly associated with smoking cannabis."
"He has to spark a joint with that 🔥 that’s just super necessary";"2";"context";;"1";"slang";"The comment indirectly refers to drugs through the slang term 'joint,' which is commonly used to refer to a marijuana cigarette. The use of the fire emoji (🔥) further suggests the act of lighting or 'sparking' the joint, which is a drug-related activity."
"Perfect example for the kids . 😂😂😂😂 the world will be great is everyone burn the torch 😂😂😂";"0";"no context";;"1";"cultural innuendo";"The phrase 'burn the torch' can be interpreted as a cultural innuendo for smoking, potentially referring to smoking marijuana. The use of laughter emojis suggests a humorous or sarcastic tone, which can imply an indirect reference to drug use."
"Perfect example for the kids . 😂😂😂😂 the world will be great is everyone burn the torch 😂😂😂";"0";"context";;"1";"humor";"The comment uses humor and sarcasm to indirectly reference drug use. The phrase 'burn the torch' can be interpreted as a play on words related to smoking, which is often associated with Snoop Dogg due to his public persona and known advocacy for cannabis use."
"Snoop be doin anything";"0";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known public figure associated with cannabis use, and the phrase 'Snoop be doin anything' can imply activities related to his known lifestyle, including drug use."
"Snoop be doin anything";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply suggests that Snoop Dogg is versatile or involved in various activities, without any drug-related language or innuendo."
"Bro avoided a murder charge now is carrying a Olympic torch🇺🇸";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions avoiding a murder charge and carrying an Olympic torch, which do not relate to drug-related language or symbolism."
"Bro avoided a murder charge now is carrying a Olympic torch🇺🇸";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions avoiding a murder charge and carrying the Olympic torch, but there is no drug-related language, slang, or innuendo present."
"Using the Olympic torch to blaze is a huge flex. My god. 💨";"2";"no context";;"1";"slang";"The term 'blaze' is often used as slang for smoking marijuana. The use of the emoji 💨, which represents smoke, further supports this indirect reference to drug use. The comment humorously suggests using the Olympic torch, a symbol of fire, to smoke, which is a cultural innuendo."
"Using the Olympic torch to blaze is a huge flex. My god. 💨";"2";"context";;"1";"slang";"The comment uses the word 'blaze,' which is a slang term for smoking marijuana. The use of the emoji 💨, which represents smoke, further supports the indirect reference to drug use. The comment humorously suggests using the Olympic torch to smoke, which is a cultural innuendo related to Snoop Dogg's known association with marijuana."
"Ummm…";"0";"no context";;"0";"none";"The comment 'Ummm…' does not contain any direct or indirect references to drugs. It is a vague expression that could imply hesitation or contemplation, but without additional context, it does not suggest any drug-related content."
"Ummm…";"0";"context";;"0";"none";"The comment 'Ummm…' does not contain any direct or indirect references to drugs. It is a vague expression that does not imply any specific meaning related to drug use."
"🤣🤣🤘🏼";"0";"no context";;"0";"none";"The comment consists of laughing emojis and a hand gesture emoji, which do not have any direct or indirect references to drugs. These emojis are commonly used to express laughter and a rock-and-roll or enthusiastic gesture, respectively."
"🤣🤣🤘🏼";"0";"context";;"0";"none";"The comment consists of laughing emojis and a hand gesture emoji, which do not have any direct or indirect drug-related meanings. They are generally used to express amusement or excitement."
"He’s completing his final side quest 🐐";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It uses the term 'side quest' which is commonly associated with video games, and the goat emoji 🐐, which is often used to signify 'Greatest of All Time'. There is no drug-related language or innuendo present."
"He’s completing his final side quest 🐐";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It uses the term 'side quest' which is a gaming reference, and the goat emoji which is often used to denote 'Greatest of All Time'. There is no drug-related language or innuendo present."
"While carrying the torch is he gonna take out a blunt and light it on the torch along da way";"2";"no context";;"1";"slang";"The comment indirectly refers to drugs through the use of the word 'blunt,' which is a slang term for a marijuana cigar. The suggestion of lighting it on a torch adds a humorous or sarcastic element to the comment."
"While carrying the torch is he gonna take out a blunt and light it on the torch along da way";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg might light a blunt (a slang term for a marijuana cigarette) using the Olympic torch. This is an indirect reference to drugs through humor and cultural innuendo, as Snoop Dogg is known for his association with marijuana."
"🐐";"0";"no context";;"0";"none";"The goat emoji (🐐) is commonly used to represent the acronym 'GOAT,' which stands for 'Greatest of All Time.' It does not have any direct or indirect drug-related connotations in this context."
"🐐";"0";"context";;"0";"none";"The goat emoji (🐐) is commonly used to refer to someone as the 'Greatest of All Time' (G.O.A.T.) and does not have any drug-related connotations in this context."
"Torch full of loud is the only way";"2";"no context";;"2";"slang";"The term 'loud' is a slang term for high-quality marijuana. 'Torch full of loud' suggests using a torch to smoke or consume marijuana, indicating a direct reference to drug use."
"Torch full of loud is the only way";"2";"context";;"1";"slang";"The term 'loud' is a slang term for high-quality marijuana. The comment indirectly refers to drugs by suggesting that the torch should be filled with 'loud,' implying marijuana."
"Bro gonna light a blunt wit the flame 😭😭😭";"2";"no context";;"2";"slang";"The comment uses the slang term 'blunt,' which is a direct reference to a marijuana cigar. The phrase 'light a blunt' clearly indicates the act of smoking marijuana."
"Bro gonna light a blunt wit the flame 😭😭😭";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, would use the Olympic torch to light a blunt. This is an indirect reference to drugs through humor and cultural innuendo."
"🤣🤣";"0";"no context";;"0";"none";"The comment consists solely of laughing emojis, which do not have any direct or indirect drug-related connotations. They are typically used to express amusement or laughter."
"🤣🤣";"0";"context";;"0";"none";"The comment consists solely of laughing emojis, which do not have any inherent drug-related meaning or connotation."
"Why?";"0";"no context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why?";"0";"context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs, nor does it use any slang, emojis, or cultural innuendo related to drugs. It is a simple question that does not imply any drug-related content."
"Madonna and Snoop 🤣";"0";"no context";;"1";"cultural innuendo";"The mention of 'Snoop' likely refers to Snoop Dogg, a well-known rapper who is culturally associated with marijuana use. The laughing emoji suggests a humorous or light-hearted context, but the association with Snoop Dogg indirectly references drug culture."
"Madonna and Snoop 🤣";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply mentions Madonna and Snoop Dogg with a laughing emoji, which could imply humor but not necessarily related to drugs."
"Broadus Jr 2028🇺🇸";"0";"no context";;"0";"none";"The comment 'Broadus Jr 2028🇺🇸' does not contain any direct or indirect references to drugs. It appears to be a statement possibly referring to a person (potentially Snoop Dogg's son, Cordell Broadus) and a year, along with an American flag emoji, which could imply a political campaign or aspiration. There is no drug-related language or innuendo present."
"Broadus Jr 2028🇺🇸";"0";"context";;"0";"none";"The comment 'Broadus Jr 2028🇺🇸' does not contain any direct or indirect references to drugs. It appears to be a reference to Snoop Dogg's real name, Calvin Broadus Jr., and a playful suggestion or support for a future political campaign, indicated by the year 2028 and the American flag emoji."
"He’s the most famous rapper of all time";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply states an opinion about a rapper's fame without using any drug-related language, slang, emojis, or hidden meanings."
"He’s the most famous rapper of all time";"0";"context";;"0";"none";"The comment simply states that Snoop Dogg is the most famous rapper of all time. There is no direct or indirect reference to drugs, nor is there any drug-related slang, emoji, humor, sarcasm, or cultural innuendo present in the comment."
"he has the chance to do the funniest thing ever";"1";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply suggests that someone has an opportunity to do something humorous, without any drug-related language, slang, emojis, or hidden meanings."
"he has the chance to do the funniest thing ever";"1";"context";;"1";"humor";"The comment indirectly refers to drugs through humor. Snoop Dogg is widely known for his association with cannabis, and the comment suggests he might do something humorous related to this reputation while carrying the Olympic torch."
"He’s gonna crip walk through the entire thing. Watch. Hope he had more respect for our country than that.";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. 'Crip walk' is a dance associated with the Crips gang, but it is not inherently drug-related. The comment seems to focus on behavior and respect rather than any drug-related content."
"He’s gonna crip walk through the entire thing. Watch. Hope he had more respect for our country than that.";"0";"context";;"0";"none";"The comment refers to 'crip walk,' which is a dance associated with the Crips gang, but it does not directly or indirectly reference drugs. The comment focuses on cultural and respect aspects rather than drug-related content."
"Smoke up Unc!!!";"2";"no context";;"1";"slang";"The phrase 'Smoke up' is a slang term that can refer to smoking marijuana or other substances. 'Unc' is likely a casual reference to 'uncle' or a familiar person, suggesting a friendly or informal context. The comment indirectly refers to drug use through the use of slang."
"Smoke up Unc!!!";"2";"context";;"1";"slang";"The phrase 'Smoke up' is a slang term that can refer to smoking marijuana. 'Unc' is a colloquial term for 'uncle,' often used affectionately for older male figures, and in this context, it refers to Snoop Dogg, who is known for his association with cannabis culture. Therefore, the comment indirectly references drugs through slang."
"Imagine he lights a blunt with it bro 🐐💨";"2";"no context";;"1";"slang";"The comment uses the term 'blunt,' which is slang for a marijuana cigar. The emojis used (a goat and a puff of air) do not directly reference drugs but contribute to the context of the comment, which indirectly refers to drug use."
"Imagine he lights a blunt with it bro 🐐💨";"2";"context";;"1";"humor";"The comment humorously suggests Snoop Dogg might use the Olympic torch to light a blunt, which is a slang term for a marijuana cigarette. The use of the goat emoji (🐐) and the smoke emoji (💨) further implies a humorous and indirect reference to drug use."
"This is pretty stupid.";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs, drug-related slang, emojis, or hidden meanings. It is a straightforward expression of opinion without any drug-related content."
"This is pretty stupid.";"0";"context";;"0";"none";"The comment does not contain any drug-related language, slang, emojis, or hidden meanings. It simply expresses a negative opinion about the situation."
"👏🔥";"1";"no context";;"0";"none";"The comment consists of two emojis: clapping hands and a fire emoji. These emojis are often used to express enthusiasm, excitement, or approval. There is no direct or indirect reference to drugs, drug-related slang, or hidden meanings in this comment."
"👏🔥";"1";"context";;"0";"none";"The comment uses clapping and fire emojis, which are generally used to express excitement or enthusiasm. There is no direct or indirect reference to drugs in this comment."
"snoop completed all the side missions😂";"0";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known figure associated with cannabis use, and the mention of 'side missions' humorously implies activities related to his persona, which often includes drug use."
"snoop completed all the side missions😂";"0";"context";;"0";"humor";"The comment uses humor to suggest that Snoop Dogg has achieved something extra or unexpected, akin to completing side missions in a video game. There is no direct or indirect reference to drugs in this comment."
"What a legend lol";"0";"no context";;"0";"none";"The comment 'What a legend lol' does not contain any direct or indirect references to drugs. It is a general expression of admiration or amusement, with 'lol' indicating laughter. There are no drug-related terms, slang, or emojis present."
"What a legend lol";"0";"context";;"0";"none";"The comment 'What a legend lol' does not contain any direct or indirect references to drugs. It is a straightforward expression of admiration and humor, with no drug-related language or innuendo."
"😭😭😭";"0";"no context";;"0";"none";"The comment consists solely of crying face emojis, which do not have any inherent drug-related meanings or connotations. Without additional context, these emojis do not suggest any reference to drugs."
"😭😭😭";"0";"context";;"0";"none";"The comment consists only of crying face emojis, which do not have any inherent drug-related meaning or connotation. Without additional context, these emojis do not suggest any reference to drugs."
"What as Snoop Dog ever done for America? His he going to be smoking a joint? What pathetic representation of America 🇺🇸 ☹️";"2";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through the mention of Snoop Dogg, who is culturally associated with marijuana use, and the phrase 'smoking a joint,' which is slang for smoking marijuana. The use of these references suggests an indirect mention of drug-related content."
"What as Snoop Dog ever done for America? His he going to be smoking a joint? What pathetic representation of America 🇺🇸 ☹️";"2";"context";;"1";"slang";"The comment indirectly refers to drugs by mentioning 'smoking a joint,' which is slang for smoking marijuana. This is an indirect reference to drug use, as it implies that Snoop Dogg, known for his association with cannabis culture, might engage in this activity."
"Snoop doggy dogg! 🐕";"0";"no context";;"1";"cultural innuendo";"The comment references 'Snoop Dogg,' a well-known musician who is culturally associated with cannabis use. The use of the dog emoji reinforces the reference to Snoop Dogg. This is an indirect reference to drugs through cultural innuendo."
"Snoop doggy dogg! 🐕";"0";"context";;"0";"none";"The comment simply refers to Snoop Dogg's nickname and uses a dog emoji, which is a play on his name. There is no drug-related language or innuendo present."
"As he should! 🇺🇸";"0";"no context";;"0";"none";"The comment 'As he should! 🇺🇸' does not contain any direct or indirect references to drugs. It appears to be a supportive statement, possibly patriotic due to the American flag emoji, but lacks any drug-related language or innuendo."
"As he should! 🇺🇸";"0";"context";;"0";"none";"The comment 'As he should! 🇺🇸' does not contain any direct or indirect references to drugs. It is a supportive statement with a patriotic emoji, likely expressing approval of Snoop Dogg carrying the Olympic torch."
"Snoop for president 🇺🇸";"0";"no context";;"1";"cultural innuendo";"The comment indirectly refers to drugs through cultural innuendo. Snoop Dogg is a well-known public figure associated with cannabis use, and mentioning him in a context like this can imply a reference to marijuana culture."
"Snoop for president 🇺🇸";"0";"context";;"0";"none";"The comment 'Snoop for president 🇺🇸' does not contain any direct or indirect references to drugs. It is a statement expressing support for Snoop Dogg in a humorous or exaggerated manner, possibly due to his popularity or cultural influence, but it does not relate to drug-related language."
"Homie better crip walk before he lights the torch 🔥😂";"1";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. 'Crip walk' is a dance associated with the Crips gang, and 'lights the torch' is likely a metaphorical expression. The use of the fire emoji and laughing emoji does not imply drug use."
